parent_asin,product_title,strategy,sentiment,review_count,combined_reviews,summary,generation_status,generation_error
B00KJLMBSO,Plantronics BackBeat Fit Wireless Headphones Plus Smartphone Armband - Retail Packaging - Green,sentiment_separated,negative,3,"Review 1
Rating: 2/5
Title: Beware if you wear glasses
Text: This headset is user friendly with a very good battery life. The sound is awesome; very rich and clear, much better than the PlantronicsGo and the JayBird Freedom Sprints. The only downside for me, and the reason for the two stars, is that they do not fit well for someone who wears glasses. That was the deal breaker. As an avid runner, they just would not properly stay over my ears; they kept popping out. What a disappointment and the only reason why I returned them and give it the two stars. If you do not wear glasses, then I would highly recommend this headset. You cannot beat such a big sound in a small wireless device.

Review 2
Rating: 1/5
Title: Bad Battery
Text: Was looking forward to these with all the great reviews. Followed instructions to pair and I couldn't get them to turn on. I charged them, thinking strangely the battery came empty. Supposedly after around 2 hours thelight is supposed to turn blue stating that it is fully charged (just like the 3 other bluetooth headphones I have had), after about 6 hours the light was still red. Unplugged and tried to turn on again for about 10 minutes, even went on youtube to make sure I'm not reading the simple directions wrong. Must be the battery that came broken.

Review 3
Rating: 1/5
Title: Don't waste your money
Text: Worked great for about 6 months then.... nothing. Battery doesn't charge, won't turn on. The set I have shows very little if no sign of wear or tear. After searching for fixes on the internet, I found that this is a very common problem with little help from plantronics. Won't be buying another plantronics product because they don't address known issues.","The sound is awesome; very rich and clear, much better than the PlantronicsGo and the JayBird Freedom Sprints. The only downside for me, and the reason for the two stars, is that they do not fit well for someone who wears glasses.",success,
B00KJLMBSO,Plantronics BackBeat Fit Wireless Headphones Plus Smartphone Armband - Retail Packaging - Green,sentiment_separated,neutral,3,"Review 1
Rating: 3/5
Title: Small Ears Beware
Text: I LOVE these, except for one thing: they don't fit small adult ears. The rest of the design is great, and so is the sound, but if you use the &#34;small&#34; earbuds with other headphones, don't order these. The earbuds are fixed and do not come with S/M/L options. The permanent buds on these are M-L.

Review 2
Rating: 3/5
Title: VERY Weak Volume, not loud at all, fits head well and resists sweat great but that's about it...
Text: These are &#34;OK&#34; but for the most part a dissapointment. I workout in a gym that is pretty loud, they play music on a soundsystem in the gym. When i have these headphones on the volume is horrible, my bluetooth volume on my Note 5 is all the way up and the volume on the headphones is all the way up but its extremely weak. If i was in a totally quiet environment it would probably be ok but there is virtually no bass unless you press the headphones into your ear canal and they usually just end up popping out. People can hear me great while im talking to them through the headphones when i get a call, and they resist sweat and stay on your head perfect. Just the sound quality is too soft, if it was louder i would give 4 stars, if it was louder and had bass i would give 5 stars. Im actively looking for something else...

Review 3
Rating: 3/5
Title: Three Stars
Text: not loud enough","Review 1: These headphones don't fit small adult ears. Review 2: The sound quality is too soft, if it was louder i would give 4 stars. Review 3: The volume is extremely weak. Im actively looking for something else.",success,
B00KJLMBSO,Plantronics BackBeat Fit Wireless Headphones Plus Smartphone Armband - Retail Packaging - Green,sentiment_separated,positive,3,"Review 1
Rating: 5/5
Title: READ ME IF THEY DON'T FIT PERFECTLY OR YOU WANT MORE CLARITY AND BASE!!!!
Text: Review:<br />Best Bluetooth headset available because of fit, sound and ability to STAY in your ears and around your head.<br />Headset DOESN'T bother back of neck and essentially FLOATS around your head.<br />MUCH better than other loose cord headsets like Jaybirds that constantly fall out. This cord if just flexible enough and not too stiff.<br />Sound is GREAT for this price range and can be even BETTER if you follow this 1 suggestion<br /><br />1. BUY &#34;ENDURANCE SERIES ENHANCERS SIZE 5&#34;, THEY ARE ONLY $10 FOR 2 PAIRS FROM JBL!!! Size 5 is the most common size and fits right over the stock BackBeat bud. This Enhancer bud extends the &#34;tube&#34; that goes into your ear canal and allows for a more secure and solid connection. This connection increases EVERYTHING from BASE to TREBLE and just overall fit. There are a few different types of &#34;Enhancers&#34; so you can experiment with them. In order to get them to fit over the BackBeat bud you have to cut a little slit in the back for the &#34;loop&#34; to go through. Honestly some of the smaller Enhancers can all out replace the stock BackBeat bud instead of modifying it but both together fits best for me. To get the cut right just line the &#34;tube&#34; up on both buds than mark on the Enhancer where the &#34;loop&#34; comes out than make a SMALL single cut slit. Put the Enhancer on top of the bud than pull the loop through, this should help make the slit bigger without causing you to make to large of a hole. IMO its worth it for $5 a piece to experiment with this. I am including a few pictures to help explain what I have done here.<br /><br />Conclusion: This additional purchase/modification has turned these 9.5/10 headphones into perfect 10's for me. I love them so now I just hope they last :-)

Review 2
Rating: 4/5
Title: Fantastic with one small flaw
Text: I've had these for 8 months. They're fantastic: Long battery life; comfortable to wear; stays in the ear through vigorous workouts; great sound. The only reason I gave it 4 stars is the plastic coating around the ear is starting to peel (see picture). Otherwise, the headphones are in perfect condition.

Review 3",Reviewers gave these headphones 5/5 stars. The only flaw is that the plastic coating around the ear is starting to peel. The headphones are comfortable to wear and stay in the ear.,success,
B07538T649,"Amazon Basics 3-Button Wired USB Computer Mouse, Black - Pack of 30",combined,all,4,"NEGATIVE REVIEWS
Review 1
Rating: 2/5
Title: (Edited) Cheap, in both senses of the word
Text: Original review:<br /><br />This mouse is cheap...in both senses of the word.<br /><br />There's nothing wrong with it, mind you. I tend to think simpler is better in terms of mice, so I wasn't out to get anything fancy, and this definitely fits the bill. It's slightly smaller than my last one, both in length and thickness, but it's not as little as those awful miniature ones. And it works exactly like it ought to.<br /><br />It is, however, super chintzy. It doesn't have nearly the heft or sturdiness of my last mouse; it feels like I could crush it just by squeezing too hard. If I hadn't somehow busted the scroll wheel in my last (HP brand corded) mouse, there's no question that I'd prefer to keep using the old one. If I'd known just how cheap this one felt before buying it, I might have paid a few extra bucks for another HP one.<br /><br />But I didn't, and as I said, there's nothing wrong with this mouse. It works fine, and I'll keep it and use it. If you don't mind having an extra light weight mouse, then definitely get this -- you can't beat the price. If you would prefer something a

NEUTRAL REVIEWS
Review 1
Rating: 3/5
Title: Three Stars
Text: Very basic mouse with no frills. It's a bit on the small side, which can sometimes lead to hand cramps.<br /><br />Today, less than 2 years since my purchase, my middle mouse button (&#34;clicking&#34; the scroll wheel) broke. It still makes the clicking sound, but I have to press really hard to get it to actually click. Sadly it seems to be a case of a faulty microswitch. Other than that, it seems to be working fine.<br /><br />I've had other mice that cost nearly ten times as much as this one that also suffered from faulty microswitches and needed to be replaced within 2-3 years, so I can't complain too much about it breaking in under 2 years since it's so inexpensive to replace. Even so, the middle mouse button isn't used very often, so in theory it should last the longest.<br /><br />In summary:<br /><br />It will do the job, and it won't hurt your wallet too much when you inevitably need to replace it a couple years down the line.Works like it should. Nothing fancy

Review 2
Rating: 3/5
Title: Great mouse for great price
Text: I don't care for the fancy gaming mice available nowadays. Give me a basic optical mouse with 2 buttons and a scroll wheel

POSITIVE REVIEWS
Review 1
Rating: 5/5
Title: Quite a mouse for the price! Love it.
Text: I read some complaints in the reviews here that the mouse is very small to them. I don't have very big hands, but I expected something abnormally small. This mouse feels just fine to me. I love the feel of it both in the texture it's made out of and in the size and shape. It's not a gaming mouse so I don't expect it to be at the same par as one, but honestly it works flawlessly for such a great price and I would go so far to say that you could game with this mouse and have a good time. I am using this mouse right now on my laptop. I did not buy it with the intent to game with it but if my gaming mouse does take a crap I would definitely consider swapping it out with this mouse while I wait for a replacement. Just a really great purchase. I showed it to a friend and he said ""wow this is what you get for $6.99 from Amazon? This is better than the mice they buy for us where I work."" He's probably right, it's a very solid mouse in all the right ways.<br /><br />Update: I gave this mouse","This mouse is cheap...in both senses of the word. If you don't mind having an extra light weight mouse, then definitely get this -- you can't beat the price. It's a bit on the small side, which can sometimes lead to hand cramps.",success,
B07538T649,"Amazon Basics 3-Button Wired USB Computer Mouse, Black - Pack of 30",sentiment_separated,negative,3,"Review 1
Rating: 2/5
Title: (Edited) Cheap, in both senses of the word
Text: Original review:<br /><br />This mouse is cheap...in both senses of the word.<br /><br />There's nothing wrong with it, mind you. I tend to think simpler is better in terms of mice, so I wasn't out to get anything fancy, and this definitely fits the bill. It's slightly smaller than my last one, both in length and thickness, but it's not as little as those awful miniature ones. And it works exactly like it ought to.<br /><br />It is, however, super chintzy. It doesn't have nearly the heft or sturdiness of my last mouse; it feels like I could crush it just by squeezing too hard. If I hadn't somehow busted the scroll wheel in my last (HP brand corded) mouse, there's no question that I'd prefer to keep using the old one. If I'd known just how cheap this one felt before buying it, I might have paid a few extra bucks for another HP one.<br /><br />But I didn't, and as I said, there's nothing wrong with this mouse. It works fine, and I'll keep it and use it. If you don't mind having an extra light weight mouse, then definitely get this -- you can't beat the price. If you would prefer something a bit more substantial, though, keep looking.<br /><br />EDIT: OK, so I'm dropping my rating from 4 stars to 2. After only a day or so of use, the right mouse button has started to stick. As in, I press it down, and it doesn't come back up...and in the couple days since, it's already gone from an occasional irritation to nearly every time I click it. I can manually pull the button back up, but good grief. I haven't dropped the mouse, or spilled anything on it, or even used it with dirty hands, so there's absolutely no excuse for this. Cheap, indeed.

Review 2
Rating: 1/5
Title: driver does NOT download
Text: I cannot use it because my computer doesn't recognize it. They don't provide info on where I can download the driver in case if driver doesn't download automatically. I just lost money, and it really doesn't worth returning it and pay for shipping.

Review 3
Rating: 1/5
Title: Doesn’t do anything
Text: I bought it for my son to use at school. He came home and said","This mouse is cheap...in both senses of the word. It works fine, and I'll keep it and use it. If you don't mind having an extra light weight mouse, then definitely get this -- you can't beat the price.",success,
B07538T649,"Amazon Basics 3-Button Wired USB Computer Mouse, Black - Pack of 30",sentiment_separated,neutral,3,"Review 1
Rating: 3/5
Title: Three Stars
Text: Very basic mouse with no frills. It's a bit on the small side, which can sometimes lead to hand cramps.<br /><br />Today, less than 2 years since my purchase, my middle mouse button (&#34;clicking&#34; the scroll wheel) broke. It still makes the clicking sound, but I have to press really hard to get it to actually click. Sadly it seems to be a case of a faulty microswitch. Other than that, it seems to be working fine.<br /><br />I've had other mice that cost nearly ten times as much as this one that also suffered from faulty microswitches and needed to be replaced within 2-3 years, so I can't complain too much about it breaking in under 2 years since it's so inexpensive to replace. Even so, the middle mouse button isn't used very often, so in theory it should last the longest.<br /><br />In summary:<br /><br />It will do the job, and it won't hurt your wallet too much when you inevitably need to replace it a couple years down the line.Works like it should. Nothing fancy

Review 2
Rating: 3/5
Title: Great mouse for great price
Text: I don't care for the fancy gaming mice available nowadays. Give me a basic optical mouse with 2 buttons and a scroll wheel and I'm happy. This fit the bill perfectly.<br /><br />Edit: now I run into a problem of the mouse connectivity disconnecting for a few seconds several times per day. Not a huge deal unless you are gaming with it. You get what you pay for I assume. I hear the little 'beep boop' of a disconnected USB device, then it either reconnects in a few seconds, or I can turn the mouse over in my palm for it to reconnect. I bought 2, will try the other one to see if it has same defect.

Review 3
Rating: 3/5
Title: Three Stars
Text: Very basic mouse works as it should but nothing special about it.","It's a bit on the small side, which can sometimes lead to hand cramps. My middle mouse button broke in less than 2 years since my purchase. It still makes the clicking sound, but I have to press really hard to get it to click.",success,
B07538T649,"Amazon Basics 3-Button Wired USB Computer Mouse, Black - Pack of 30",sentiment_separated,positive,2,"Review 1
Rating: 5/5
Title: Quite a mouse for the price! Love it.
Text: I read some complaints in the reviews here that the mouse is very small to them. I don't have very big hands, but I expected something abnormally small. This mouse feels just fine to me. I love the feel of it both in the texture it's made out of and in the size and shape. It's not a gaming mouse so I don't expect it to be at the same par as one, but honestly it works flawlessly for such a great price and I would go so far to say that you could game with this mouse and have a good time. I am using this mouse right now on my laptop. I did not buy it with the intent to game with it but if my gaming mouse does take a crap I would definitely consider swapping it out with this mouse while I wait for a replacement. Just a really great purchase. I showed it to a friend and he said ""wow this is what you get for $6.99 from Amazon? This is better than the mice they buy for us where I work."" He's probably right, it's a very solid mouse in all the right ways.<br /><br />Update: I gave this mouse to someone that needed it more than me and they are now using it as their main mouse. I bought myself another one for my laptop as my travel mouse and it's been excellent to have in my life again.

Review 2
Rating: 5/5
Title: Great little mouse
Text: I have to say this is an awesome mouse for the price. I game quite a bit on my PC and for about 2 years I was using a Razer Deathadder Black. It was a great mouse, and I highly recommend it. Recently the right click on it had been acting up and not really working that well. I decided to save some money and instead of replacing it with something expensive, went with this mouse after reading some of the reviews for it. I am extremely happy with the purchase. Sure, it's a very simple mouse, but I don't really notice any huge difference in reaction in terms of movement and actions, and I love the pseudo rubberized feel to it - very similar to my Razer. It feels very",Review 1: I love the feel of it both in the texture it's made out of and in the size and shape. Review 2: I don't really notice any huge difference in reaction in terms of movement and actions. Review 3: It's a very solid mouse in all the right ways.,success,
B01FKLES7E,MTX Audio RT8PT Universal Powered Subwoofer Enclosure,combined,all,6,"NEGATIVE REVIEWS
Review 1
Rating: 1/5
Title: I GOT ROBBED
Text: THE PRODUCT DIDN'T WORK. IT FIRED UP BUT NO SOUND. I WAS HEART BROKEN BECAUSE I BOUGHT IT ON SALE DURING THE PANDEMIC BUT COULDN'T INSTALL IT BECAUSE OF THE LOCKDOWN IN MY CITY. WHEN I FINALLY GOT TO INSTALL IT AFTER THE LOCKDOWN WAS LIFTED. IT DIDN'T WORK AND MY WARRANTY WAS EXPIRED AND I COULDN'T SEND IT BACK TO AMAZON.

Review 2
Rating: 1/5
Title: Worked for about 2 hrs of play time
Text: Well good news: Sounded ok for low budget subs/ Impressed with the sound quality for what I payed for....<br />Bad news: One subwoofer decided that 190 watt rms was too much and decided to blow a voice coil after about two hours total play time... never turned it up all the way either!!! One sub still works but just sounds like crap with the other bad sub in the box, gonna try and sell the individual sub and and the box if they wont replace the bad sub.... I had it hooked to a 720 watt crossfire on one channel, and this box is bridged with only one terminal at 2 ohms, also this amp is 2 ohm stable at 380 watt rms on one channel (but considering the level of play i doubt it

NEUTRAL REVIEWS
Review 1
Rating: 3/5
Title: SanDiego253
Text: Dont get this set if you are looking for a sub set with some solid bump. I'd say get this if you want a little more low end in your ride and aren't TOO big on bass. I got this installed and was asking what amp I could get to increase the sound on the first day.<br /><br />Some will love it, others it wont be enough.

Review 2
Rating: 3/5
Title: Flat bass sound
Text: To me (and this is my opinion), this sub sounds to flat when reproducing the bass. It is great for automobiles that have little space for a sub. I returned it to the seller and bought a 12 inch sub that is a lot tighter with bass response. The downfall to this is I used up more of my trunk space. Most people will be happy with the performance of this sub.

Review 3
Rating: 3/5
Title: Speakers good, Amp could have been better
Text: Speakers were great, amp was however a disappointment. Played it for one month without it overheating and the following month it would overheat constantly.I would rocommend speakers to anyone but amp I would buy seperately.

POSITIVE REVIEWS
Review 1
Rating: 5/5
Title: As good as it gets for your dollar
Text: I'm a certified installer from back in the day. My past rarely allows me to settle on mediocre sound in my vehicles. Bass in a system is the filler that adds depth and dimension to your sound. I made the decision to run a larger than needed sub box to sound good at low volume (doesn't need to struggle) and because I have the room in my old beater van. Plus because this is in my beater I didn't want to spend much but ended up with way more than expected. I remember needing my customers to spend at least $1500 for a total system to get the sound this has.<br /><br />This MTX terminator sounds perfect. I went with this mainly because it is a sealed box. Sealed enclosures tend to work with all music types. Not too boomy or muddy. Band pass and sealed have been my favorites.<br /><br />Teaming a heavy duty enclosure with a quality amp is a must. I went with the Rockford Fosgate R500X1D. Good amps are always underrated. The Rockford Fosgate R500X1D is rated at 500 watts into 2 ohm but registered at 631 watts! Proper wiring is must. I used 4 gauge high quality power cable. Be careful",The Rockford Fosgate R500X1D is rated at 500 watts into 2 ohm into registered registered 4 gauge high cable. Be careful with the proper wiring used.,success,
B01FKLES7E,MTX Audio RT8PT Universal Powered Subwoofer Enclosure,sentiment_separated,negative,3,"Review 1
Rating: 1/5
Title: I GOT ROBBED
Text: THE PRODUCT DIDN'T WORK. IT FIRED UP BUT NO SOUND. I WAS HEART BROKEN BECAUSE I BOUGHT IT ON SALE DURING THE PANDEMIC BUT COULDN'T INSTALL IT BECAUSE OF THE LOCKDOWN IN MY CITY. WHEN I FINALLY GOT TO INSTALL IT AFTER THE LOCKDOWN WAS LIFTED. IT DIDN'T WORK AND MY WARRANTY WAS EXPIRED AND I COULDN'T SEND IT BACK TO AMAZON.

Review 2
Rating: 1/5
Title: Worked for about 2 hrs of play time
Text: Well good news: Sounded ok for low budget subs/ Impressed with the sound quality for what I payed for....<br />Bad news: One subwoofer decided that 190 watt rms was too much and decided to blow a voice coil after about two hours total play time... never turned it up all the way either!!! One sub still works but just sounds like crap with the other bad sub in the box, gonna try and sell the individual sub and and the box if they wont replace the bad sub.... I had it hooked to a 720 watt crossfire on one channel, and this box is bridged with only one terminal at 2 ohms, also this amp is 2 ohm stable at 380 watt rms on one channel (but considering the level of play i doubt it was receiving all 380 watts to both subs)<br /><br />Worst part: I loved MTX and always had their subs since the old old old thunder series in the early 90's when I was just a teenager... now it seems that everytime I buy a sub from the company it never ends well, gonna be the first time I try their customer service through amazon, I will keep it posted on results when I have time<br /><br />New addition: MTX and the distributor were very quick with responding and gave a full refund, which was very nice and professional, they were so nice I never actually had to talk to them by phone! Excellent service, maybe this is why ZI stick with the known brands (PS: my math up top was wrong each terminal gets half of the 720 watts for a total of 360 not 380 oops)

Review 3
Rating: 2/5
Title: Box is good but the amp is not built to last!!!!
Text: Easy to install but could use a little more punch. It's close but just a little",Reviewers were impressed with the sound quality. One subwoofer blew a voice coil after about two hours of play time. Box is good but the amp is not built to last!!!!,success,
B01FKLES7E,MTX Audio RT8PT Universal Powered Subwoofer Enclosure,sentiment_separated,neutral,3,"Review 1
Rating: 3/5
Title: SanDiego253
Text: Dont get this set if you are looking for a sub set with some solid bump. I'd say get this if you want a little more low end in your ride and aren't TOO big on bass. I got this installed and was asking what amp I could get to increase the sound on the first day.<br /><br />Some will love it, others it wont be enough.

Review 2
Rating: 3/5
Title: Flat bass sound
Text: To me (and this is my opinion), this sub sounds to flat when reproducing the bass. It is great for automobiles that have little space for a sub. I returned it to the seller and bought a 12 inch sub that is a lot tighter with bass response. The downfall to this is I used up more of my trunk space. Most people will be happy with the performance of this sub.

Review 3
Rating: 3/5
Title: Speakers good, Amp could have been better
Text: Speakers were great, amp was however a disappointment. Played it for one month without it overheating and the following month it would overheat constantly.I would rocommend speakers to anyone but amp I would buy seperately.","Some will love it, others it wont be enough. Most people will be happy with the performance of this sub. Played it for one month without it overheating and the following month it would overheat constantly.",success,
B01FKLES7E,MTX Audio RT8PT Universal Powered Subwoofer Enclosure,sentiment_separated,positive,3,"Review 1
Rating: 5/5
Title: As good as it gets for your dollar
Text: I'm a certified installer from back in the day. My past rarely allows me to settle on mediocre sound in my vehicles. Bass in a system is the filler that adds depth and dimension to your sound. I made the decision to run a larger than needed sub box to sound good at low volume (doesn't need to struggle) and because I have the room in my old beater van. Plus because this is in my beater I didn't want to spend much but ended up with way more than expected. I remember needing my customers to spend at least $1500 for a total system to get the sound this has.<br /><br />This MTX terminator sounds perfect. I went with this mainly because it is a sealed box. Sealed enclosures tend to work with all music types. Not too boomy or muddy. Band pass and sealed have been my favorites.<br /><br />Teaming a heavy duty enclosure with a quality amp is a must. I went with the Rockford Fosgate R500X1D. Good amps are always underrated. The Rockford Fosgate R500X1D is rated at 500 watts into 2 ohm but registered at 631 watts! Proper wiring is must. I used 4 gauge high quality power cable. Be careful with wiring these days, many companies lie about wire size. They say 4 gauge but you end up with 6 gauge wire with a 4 gauge jacket. Go with a good brand and expect to pay good money. It will be worth it. Also notice in the picture, I added 4 gauge quick connect for power and ground so I can quickly remove the box if I need extra room for moving items.<br /><br />The team is a perfect match. Playing the police to slipknot sounds unreal. Very smooth controlled low end with a good punch you can feel. No noticeable coloration or distortion.<br /><br />You will love this enclosure for sure.

Review 2
Rating: 5/5
Title: Amazing!!!
Text: If your on a budget but you want good subs, go with these. They hit so hard, and when I drive around I set car alarms off so im happy.

Review 3
Rating: 5/5
Title: More than you'll need
Text: I was so impressed with my MTX terminator [[ASIN:B003E35XGQ MTX TNP212D2 Dual 12"" Subwoofer And Amplifier]] install that I did in","The Rockford Fosgate R500X1D is rated at 500 watts into 2 ohm but registered at 631 watts! Proper wiring is must. Be careful with wiring these days, many companies lie about wire size.",success,
B076HFYGLR,"WHOOSH! 2.0 Screen Cleaner Kit - [New REFILLABLE 16.9 Oz ] Best for Smartphones, iPads, Eyeglasses, TV Screen Cleaner, LED, LCD,Computer, Laptop & Touchscreen - 16.9 Fl Oz Full Bottle + 2 Cloths",combined,all,7,"NEGATIVE REVIEWS
Review 1
Rating: 1/5
Title: Works Well Initially, then Makes Screen Harder to Clean
Text: I used Whoosh to clean the screen of my iPad Pro and it initially worked as advertised. After cleaning, the screen was very clean and had a slick feeling after applying. As I continued to use Whoosh over time, the screen became less resistant to fingerprinting and fingerprints now had a tarry consistency and were harder to remove with just a cloth. Continued use of Whoosh just smeared the prints around and left a residue. I stopped using Whoosh, but it remained harder to clean than before I started to use it. Due to other problems, I was able to replace my iPad under warranty. I have not used Whoosh on the new iPad and it's much easier to clean with just a microfiber cloth. I suspect that Whoosh damages the iPad's oliophobic coating over time. I'm not sure how well it works on uncoating glass surfaces, but I recommend that it not be used on phones, pads, or optically coated surfaces or devices, such as lenses, binoculars, etc..

Review 2
Rating: 1/5
Title: I would pay someone NOT to use this product on my TV
Text: I have a Samsung Q90R TV, it is the newest model with the anti-reflective coating layer. I am

NEUTRAL REVIEWS
Review 1
Rating: 3/5
Title: Good product but the special ""W"" microfiber cloth is too small.
Text: The ""W"" microfiber cloth used to clean everything only measures 5.75""x5.75"", it's just too small to grab onto and clean a big screen. The first microfiber towel for dusting is perfectly sized, why they didn't make the 2nd towel the same size is very strange.

Review 2
Rating: 3/5
Title: You pay return shipping, almost same cost as product.
Text: Product is adequate, but nothing special. Worst thing is that I ordered in error, and you have to pay for return shipping. The cost is almost as much as the product !

Review 3
Rating: 3/5
Title: N/a
Text: So far so good made my phone look good and made my Apple iPad look OK in the beginning until I started touching it again I’ll probably clean the iPad confidential week

POSITIVE REVIEWS
Review 1
Rating: 5/5
Title: Works Great safe for electronics recommended by Apple.
Text: Hello<br />I use your product daily, I am a long haul truck driver and I use it on my electronic Log Computer, my I Phone and , My Apple Watch . It was originally recommended to me by an Apple Store in Madison Wisconsin.<br />My only negative on your product is that I feel it is over priced.<br />I think $9.99 would be much more fair and reasonable.<br />$19.99 is excessive for what it is.<br />It works extremely well and I am happy with the product.<br />This is my third bottle purchased and other than the bottles leaking a bit when they fell over in my semi going down the road I don’t want to be nit picky I should have had the bottle secured.<br />To summarize : Great Product !! Works Great !! Over Priced !! Good Bottle !! Great Microfiber towel Included !! Would buy more if I could !!<br />Thank You God Bless !!

Review 2
Rating: 4/5
Title: Excellent cleaner, won't use anything else.
Text: This is the only screen cleaner I will use on my screens (TV, Monitors, laptops, tablets, phones). I must admit though that I feel it is over-priced - especially the smaller sizes. I had picked up a","Whoosh works well initially, then makes screen harder to clean. Good product but the special ""W"" microfiber cloth is too small. You pay return shipping, almost same cost as product.",success,
B076HFYGLR,"WHOOSH! 2.0 Screen Cleaner Kit - [New REFILLABLE 16.9 Oz ] Best for Smartphones, iPads, Eyeglasses, TV Screen Cleaner, LED, LCD,Computer, Laptop & Touchscreen - 16.9 Fl Oz Full Bottle + 2 Cloths",sentiment_separated,negative,3,"Review 1
Rating: 1/5
Title: Works Well Initially, then Makes Screen Harder to Clean
Text: I used Whoosh to clean the screen of my iPad Pro and it initially worked as advertised. After cleaning, the screen was very clean and had a slick feeling after applying. As I continued to use Whoosh over time, the screen became less resistant to fingerprinting and fingerprints now had a tarry consistency and were harder to remove with just a cloth. Continued use of Whoosh just smeared the prints around and left a residue. I stopped using Whoosh, but it remained harder to clean than before I started to use it. Due to other problems, I was able to replace my iPad under warranty. I have not used Whoosh on the new iPad and it's much easier to clean with just a microfiber cloth. I suspect that Whoosh damages the iPad's oliophobic coating over time. I'm not sure how well it works on uncoating glass surfaces, but I recommend that it not be used on phones, pads, or optically coated surfaces or devices, such as lenses, binoculars, etc..

Review 2
Rating: 1/5
Title: I would pay someone NOT to use this product on my TV
Text: I have a Samsung Q90R TV, it is the newest model with the anti-reflective coating layer. I am not sure if that's what caused my issue or if WHOOSH! is really just a bad cleaner for TVs in general. As soon as I applied WHOOSH! to my microfiber cloth and wiped the TV I was in instant regret. There were hazy streaks everywhere. I finally got my TV clean using 99% isopropyl alcohol but it took almost 40 minutes to clear the residue WHOOSH! left on my TV.<br /><br />Please learn from my experience and avoid this product at all costs. Thank you Amazon for accepting my return of this junk.

Review 3
Rating: 1/5
Title: Disappointed with the results and price
Text: My vehicle manufacturer recommends computer screen cleaner to clean the display in my car. Not wanting to void the warranty, I bought Whoosh for that purpose. After using Whoosh on my car's display, home PC monitor, and smartphone, I can report that streaks were left on all three devices. I had to go back over all three with conventional glass cleaner to remove the streaks. Really wish I had done some research before buying snake","Review 1: Works well Initially, then Makes Screen Harder to Clean. Review 2: It took almost 40 minutes to clear the residue WHOOSH! left on my TV. Review 3: Disappointed with the results and price.",success,
B076HFYGLR,"WHOOSH! 2.0 Screen Cleaner Kit - [New REFILLABLE 16.9 Oz ] Best for Smartphones, iPads, Eyeglasses, TV Screen Cleaner, LED, LCD,Computer, Laptop & Touchscreen - 16.9 Fl Oz Full Bottle + 2 Cloths",sentiment_separated,neutral,3,"Review 1
Rating: 3/5
Title: Good product but the special ""W"" microfiber cloth is too small.
Text: The ""W"" microfiber cloth used to clean everything only measures 5.75""x5.75"", it's just too small to grab onto and clean a big screen. The first microfiber towel for dusting is perfectly sized, why they didn't make the 2nd towel the same size is very strange.

Review 2
Rating: 3/5
Title: You pay return shipping, almost same cost as product.
Text: Product is adequate, but nothing special. Worst thing is that I ordered in error, and you have to pay for return shipping. The cost is almost as much as the product !

Review 3
Rating: 3/5
Title: N/a
Text: So far so good made my phone look good and made my Apple iPad look OK in the beginning until I started touching it again I’ll probably clean the iPad confidential week","Review 1: Good product but the special ""W"" microfiber cloth is too small. Review 2: You pay return shipping, almost same cost as product. Review 3: Product is adequate, but nothing special.",success,
B076HFYGLR,"WHOOSH! 2.0 Screen Cleaner Kit - [New REFILLABLE 16.9 Oz ] Best for Smartphones, iPads, Eyeglasses, TV Screen Cleaner, LED, LCD,Computer, Laptop & Touchscreen - 16.9 Fl Oz Full Bottle + 2 Cloths",sentiment_separated,positive,2,"Review 1
Rating: 5/5
Title: Works Great safe for electronics recommended by Apple.
Text: Hello<br />I use your product daily, I am a long haul truck driver and I use it on my electronic Log Computer, my I Phone and , My Apple Watch . It was originally recommended to me by an Apple Store in Madison Wisconsin.<br />My only negative on your product is that I feel it is over priced.<br />I think $9.99 would be much more fair and reasonable.<br />$19.99 is excessive for what it is.<br />It works extremely well and I am happy with the product.<br />This is my third bottle purchased and other than the bottles leaking a bit when they fell over in my semi going down the road I don’t want to be nit picky I should have had the bottle secured.<br />To summarize : Great Product !! Works Great !! Over Priced !! Good Bottle !! Great Microfiber towel Included !! Would buy more if I could !!<br />Thank You God Bless !!

Review 2
Rating: 4/5
Title: Excellent cleaner, won't use anything else.
Text: This is the only screen cleaner I will use on my screens (TV, Monitors, laptops, tablets, phones). I must admit though that I feel it is over-priced - especially the smaller sizes. I had picked up a smaller size on closeout at a store, and discovered then it does the best job. This 16oz size was dropped down to $20 for a bit, so I went ahead and got it, and even for a household of screens (25+) this should last a year, so I got it.<br /><br />Like all similar cleaners it says to spray on the cloth, not the screen, but, well, it tends to get sprayed on the screen as often as not, and there has been no build up or issues from this. I accidentally used it on my glasses once, and don't recommend that usage. However, for screens .. whichever type, it's perfect, including both glass and matte screen protectors.<br /><br />My grandsons phone and tablets get unimaginably mucky, and this Whoosh! cleaner is the only one that easily removes all the oil, grime and &#34;whatever&#34; off of them in just a few swipes of the micro fibre cloth. I set aside one cloth just for his devices, cuz, &#34;ewww&#34;.<br /><br />I will continue to use Whoosh! so I guess even if","Reviews: 5/5, 4/5 and 3/5. Reviewer: ""This is the only screen cleaner I will use on my screens (TV, Monitors, laptops, tablets, phones) I must admit though that I feel it is over-priced - especially the smaller sizes""",success,
