parent_asin,product_title,main_category,average_rating,rating_number
B0196YO9JI,CalDigit FASTA-6GU3 Plus PCIe Card - Two USB 3.1 Type A/C & Two eSATA 6G Ports for Windows and Mac,Computers,3.0,21
B002I05W1W,Allstate 3-Year Laptop Accidental Protection Plan ($800-899.99),Computers,4.3,170
B07738WX4H,Windstream Actiontec T3200 xDSL Wi-Fi Premium Wireless Router/Modem 1GIG,Computers,3.7,118
B00CYW12TK,"ikross 3 Colors Package - 3.5 Inch IDE/SATA HDD Storage Protection Boxes - Blue,Gray and Red",Computers,4.6,22
B00D984E4I,FireStik BT7-259 Coax Connector Twist-On PL-259 w/ Boot (RG59),Car Electronics,4.5,30
B0057HHSH4,"BM Premium 2-Pack of LP-E8 Batteries for Canon EOS Rebel T2i, T3i, T4i, T5i, EOS 550D, EOS 600D, EOS 650D, EOS 700D DSLR Digital Camera",Camera & Photo,4.6,171
B001E8LZ5Q,Belkin 10-Outlet Metal Surge Protector with 15-Foot Heavy Duty Cable,Home Audio & Theater,4.3,38
B00J9B4FR0,Spigen Slim Armor HTC One M8 Case with Air Cushion Technology and Hybrid Drop Protection for HTC One M8 2014 - Gunmetal,Cell Phones & Accessories,4.3,1316
B003HE260I,Seasonic M12II EVO 620 SS-620GM2 620W 80+ Bronze EVO Edition ATX12V & EPS12V Full Modular 105 °C Japanese Capacitor 5 Year Warranty Power Supply,All Electronics,4.2,219
B07YKGGTJL,"EZCast 2 Wireless Display Receiver, Streaming YouTube, Supports 2.4/5GHZ WiFi, Compatible with Android, iOS, Windows, MacOS, DLNA, Miracast, Airplay mirroring",All Electronics,3.6,380
B01CVLXSAO,"iPad Pro 9.7 Case, WWW[Luxury Laser Flower] Premium PU Leather Case Protective Cover with Auto Wake/Sleep Feature for Apple iPad Pro 9.7-inch Black",Computers,4.6,435
B071RNDY72,Pwr 12V UL Listed Power Adapter for Dell Soundbar: AX510 AX510PA AS500 AS501 AS500PA AS501PA; P/N DSA-15P-12US D12-1A-950 HKSC-060693EP HK-C112-A12 Sound Bar Multimedia Speaker Extra Long 6.7 FT Cord,Computers,4.6,253
B0797MY6JB,"Sony S100F 2.0ch Soundbar with Bass Reflex Speaker, Integrated Tweeter and Bluetooth, (HTS100F), easy setup, compact, home office use with clear sound black",All Electronics,4.3,4053
B01EF0539I,Dell 65W Replacement AC adapter,Computers,4.2,112
B008XOCJP4,"Tenna Tops Plain Red Car Antenna Ball/Car Antenna Topper (Eva Craft Foam) (1.75"" Diameter)",Automotive,4.4,102
B07YQLDV47,AMAIRIYCA Replacement RMT-TX100U Remote Sony Universal for Sony Bravia TV RMT-TX100U RMT-TX102U RMT-TX200U,All Electronics,4.3,780
B0B3RQDR85,"Tomoson USB C Cable, 6FT Light up USB C to USB C Cable, 60W(3A) LED USB C Charger Cable for iPad Mini 6, iPad Pro 2021/2020, iPad Air 4, MacBook Pro 2020, Samsung Galaxy S23/S22 (Multicolored)",Industrial & Scientific,4.4,691
B00B394K8K,Tech Armor Kindle Paperwhite/Original Paperwhite High Defintion (HD) Clear Screen Protectors - Maximum Clarity and Touchscreen Accuracy [3-Pack] Lifetime Warranty,All Electronics,4.1,325
B087NC8ZL6,"USB Over RJ45，USB RJ45 Extender Over Cat5/Cat5e /Cat6 Cable Extension Cable Connector Adapter - Up to 150ft Length, Printer",Industrial & Scientific,4.1,225
B08XMQ3Q4H,Mothca Matte Glass Screen Protector for iPad Pro 12.9-inch 6th/5th/4th/3rd Generation(2022/2021/2020/2018 Models) Anti-Glare & Anti-Fingerprint No Dazzling 9H Tempered Glass HD Shield Smooth as Silk,Computers,4.5,866
B004UNV85E,"Wasabi Power Battery for Panasonic DMW-BCG10, DMW-BCG10E, DMW-BCG10PP",Camera & Photo,4.5,60
B0845X1LV7,"Plugable Thunderbolt 3 and USB C Dock with 60W Charging, Compatible with MacBook/MacBook Pro and Windows, Dual DisplayPort or HDMI with Included Adapter, 2X USB-C, 3X USB 3.0, Gigabit Ethernet",Computers,4.2,105
B0BP7VJMY8,"2 Pack Galaxy S23 Ultra Screen Protector, HD Tempered Glass Screen Protector and Privacy Tempered Glass Protector, [9H Hardness] [3D Curved] [Anti-Privacy] For Samsung Galaxy S23 Ultra 5G(6.8 Inch)",Cell Phones & Accessories,2.6,56
B005X3E4YC,Antec Eleven Hundred Black Super Mid Tower Computer Case,Computers,3.7,104
B07NF3B2LG,Official Infant Optics Round-Pin Power Cord Adapter for DXR-8 Monitor Unit (2019 Version DXR-8 or Later),All Electronics,4.7,1215
B08ZXT5QSB,"50pcs Cable Clips, Adhesive Cable Organizer Cord Holder, Durable Strong Cable Wire Management for Car, Office and Home (Black)",Industrial & Scientific,4.2,13375
B07KZ663NJ,"Mohu ReLeaf Indoor TV Antenna, Made with Recycled Materials, 4K-Ready HDTV, 30 Mile Range (Renewed)",All Electronics,3.6,70
B08KSH2LQW,"Canon EOS 2000D (Rebel T7) DSLR Camera with 18-55mm f/3.5-5.6 Zoom Lens, 64GB Memory,Case, Tripod and More (28pc Bundle)",Camera & Photo,4.6,475
B0051MU7JG,Samsung DDR3-1333 SODIMM 2GB Original Notebook Memory,Computers,4.2,76
B074DVQ13P,"ULU 1080P Dash Cam Front + VGA Rear 290° Super Wide Angle Car DVR Dashboard Camera Recorder with 3 Inch Screen, G-Sensor, WDR, Night Vision, Loop Recording, Motion Detection, Car Black Box",Car Electronics,3.6,39
B079MD7CWF,"Active DVI to VGA Adapter, Friencity DVI-D 24+1 to VGA Male to Female Adapter Converter 1080P Video Cable, Compatible Monitor Computer PC Desktop Laptop Projector DVD HDTV Display",Computers,4.4,392
B00D6BYDGC,Belkin Thunderbolt Express Dock with 1-Meter Thunderbolt Data Transfer Cable (Compatible with Thunderbolt 2 Technology),Computers,3.3,114
B0BG2B5YL8,"Vantrue M3 2K 3 Channel Mirror Dash Cam, 12"" Touchscreen Front Rear and Inside Car Camera Waterproof Backup Camera with IR Night Vision, GPS, 24 Hours Parking Mode, Parking Assist, Supports 512G Max",Cell Phones & Accessories,4.4,30
B0BS1263LK,"EooCoo Laptop Sleeve Bag Compatible with MacBook Air 13 inch M2 M1, MacBook Pro M2 M1, 12.9"" iPad Pro 6th 5th 4rd with Pocket, Water-Resistant, Gifts for Men Women - Black",Cell Phones & Accessories,4.8,20
B00B9F2CBK,SoundBender 2.0 (Red),Cell Phones & Accessories,3.7,28
B09Y2LFBNV,"Bitty Boomers Disney Stitch with Sunglasses Bluetooth Speaker, Multicolor",Toys & Games,4.7,1558
B013HHA4IA,UltraSealers USB Syncing and Data Nylon Braided Cord Charger 003,Cell Phones & Accessories,4.6,16
B0B391YJNF,"BRAECN Surface Pro 8 13 inch 2021 Protective Case,Rugged Protective Cover with 360 Degree Rotating Stand for Microsoft Surface Pro 8 13 inch -Transparent",Cell Phones & Accessories,4.5,42
B000FVWEX0,Fidelity Noise Reducing Earphones for Portable Media Devices - White (Discontinued by Manufacturer),Home Audio & Theater,3.4,17
B07NRVFS2X,"Solar Flag Pole Lights 42 LED New Generation IP65 Waterproof Flag Pole Lights Solar Powered for Most 15 to 25 Ft Dusk to Dawn Auto On/Off Night Lighting, for Flagpole Lights, Camping",All Electronics,4.3,82
B09TNQGQ2F,"HP Elite 800G1 Desktop Computer PC, Intel Core i5 4th Gen Processor, 16GB RAM, 2TB HDD, MTG New 22 inch Monitor, RGB Speaker and Keyboard Mouse, WiFi Windows 10 Pro 64-Bit (Renewed)",Computers,3.3,88
B07SBVW66N,"Tablet with Keyboard 11.6 Inch Windows 10 Tablet, 2 in 1 Touch Screen Laptop, 6GB+64GB,Jumper EZpad 6 Pro Quad Core Processor",Computers,3.4,353
B01MTU9KTF,HiLetgo VK172 G-Mouse USB GPS/GLONASS USB GPS Receiver for Windows 10/8/7/VISTA/XP,GPS & Navigation,4.2,510
B00A4BR7KG,Phottix Ares Wireless Flash Trigger Set - Transmitter and Receiver (PH89230),Camera & Photo,4.4,190
B08HVG6N67,"ShuOne Wireless HDMI Extender,HDMI Transmitter and Receiver Device with Loop-Out Support 1080P@60Hz Full HD Dual Antenna-660FT /200 Meters Transmission-for TV/AV Projector Monitor Church Office Home",All Electronics,4.2,32
B0789TN3N8,"GW Security 5 Megapixel 2592 x 1920 Pixel HD 1920P Outdoor Network PoE Weatherproof 5MP Security IP Camera with 2.8-12mm Varifocal Zoom Len, 64-IR LED 180FT IR Distance",Camera & Photo,3.7,38
B01LD5V8HE,"Dell XPS8910-10420BLK Desktop (6th Generation Intel Core i7, 16GB RAM, 2 TB HDD) NVIDIA GeForce GTX 750Ti",Computers,2.9,20
B01LWK388V,Replaced Remote Control for Sony DAV-HDX585 HCDHDX587WC DAVHDX279 RM-ADU007A HCD-HDX576WF Home Theater Audio/Video Receiver AV System,All Electronics,4.5,69
B001V84O8O,LaCie itsaKey 4 GB USB 2.0 Flash Drive 130872,All Electronics,3.8,56
B00VE0KNGG,"Gemtune DY-60N Leveling Base RRS,Benro,Kirk,Markins,Arca SUNWAYFOTO Comaptible",Camera & Photo,3.0,11
B07J9R73H7,BPS26 New Laptop Battery fit Sony VAIO VGP-BPS26 VGP-BPL26 VGP-BPS26A PCG-61A12L PCG-61A13L PCG-61A14L PCG-71713L PCG-71912L PCG-71913L -Futurebatt,All Electronics,4.3,497
B01NGTFTUT,"CINORS Samsung Tab A 10.1 with S Pen Screen Protector, 2.5D 9H Tempered Glass Screen Protector ONLY for Samsung Galaxy Tab A 10.1 S Pen SM P580(2016),Hassle Free Warranty",Computers,4.2,92
B00L4RFC5Q,StillCool Pillow Speaker for MP3 MP4 Player with 3.5mm Connector,Cell Phones & Accessories,3.4,393
B096DKD3TD,"Maxesla USB WiFi Adapter for PC,Blazing Fast AC1300Mbps WiFi Dongle,High Gain WiFi USB,Dual Band WiFi Adapter for Desktop PC, 802.11ac USB Computer Network Adapter Support for WIN7 8 10 XP Vista MAC",All Electronics,4.4,101
B07RQX92PF,"3-Axis Gimbal Stabilizer for Mirrorless Cameras Sony a6300/a6600 A7R3 RX100 III Gopro 8/7/6/5 DJI Osmo Action Camera Smartphone iPhone 11 pro Max X 8plus Samsung S10+,1.98lb Max Payload, MOZA Mini-P",Camera & Photo,3.7,26
B000Z3BOA2,Silverstone Aluminum Front Panel/0.8 mm SECC Body ATX Media Center/HTPC Case LC17B - Retail (Black),All Electronics,3.8,18
B00MEBEOW8,AFUNTA USB 2.0 Micro 5 Pin Female to Standard USB Male Extension Cable for Data Transfer -5 inch,Computers,4.4,95
B088R82NR1,Record Player Turntable for Vinyl Records Wireless 3-Speed Belt-Driven with Stereo Speakers Vintage Vinyl Record Player,Home Audio & Theater,4.1,144
B09ZYGFH1B,"TopEsct 2-Pack Screen Protector for Walmart Onn 10.1 Pro Tablet 2020,Tempered Glass Walmart Onn 10.1 Pro Model 100003562,9H Hardness, Ultra Clear, Anti-Scratch",Cell Phones & Accessories,3.8,59
B07P5HGMTJ,ASURION 4 Year Home Improvement Protection Plan ($1000 - $1249.99),All Electronics,4.3,692
B08GFGW8KL,"LENKRAD Bus Bar Terminal Block, Power Insulated Stud Battery Junction Post 3/8"" Power Distribution Positive Negative for Truck RV Boat Car, Dual Heavy Duty Stainless Steel DC 48V",Industrial & Scientific,4.1,34
B0BHVXNDSJ,"HanRongDa Radio, Bluetooth Speaker Support MicroSD Card, FM MW WB Shortwave Receiver with NOAA Alerts and Sleep Timer, Rechargeable Retro Digital Radios with Backlit and Alarm for Camping HRD701",All Electronics,4.3,110
B0776SPCL3,"Fintie Protective Case for Fujifilm Instax Share SP-2 Smart Phone Printer - Premium Vegan Leather Bag Cover with Removable Shoulder Strap, Vintage Brown",Camera & Photo,4.4,23
B08DNDLKWF,Geekworm Cooling Fan Expansion Board (X728-A1) for X728 & Raspberry Pi 4 Model B/ 3B+/ 3B/ 2B,Computers,4.3,73
B0B12C5SGB,Wathai Dual Ball 3 x 120mm Computer Fan with AC Plug DC 12V Big Airflow Fans with 110V 120V 220V 240V AC Speed Controller for DIY Cabinet Chassis Machine Server Workstation Cooling,Computers,4.5,924
B0872FYTWS,"Toshiba 32LF221U21 31.5-inch Smart HD 720p TV - Fire TV, Released 2020",All Electronics,4.6,28417
B08JD6HT9C,"Wireless Earbuds, TWS Bluetooth 5.0 Earbuds, Sport Headphones Matte Design Earbuds with Battery Charging Case by MDNS",All Electronics,3.8,1066
B09BKHHL5H,USB Wall Charger，LVETEK Surge Protector 5 Outlet Extender with 4 USB Ports (1 USB C Outlet) 3 Sided 1680J Power Strip Multi Plug Outlets Wall Adapter Spaced for Home Travel Office ETL Listed,All Electronics,4.7,12603
B09P2ZKK4Q,"ECHOGEAR Surge Protector Power Strip with USB-A & USB-C Ports - Low Profile Design with Braided 6' Cord, Flat Plug & 2160 Joules of Multi Outlet Surge Protection - Black",All Electronics,4.7,179
B017QTP3MW,"Christmas Unicorn Kids Headphones,Over Ear with LED Glowing Cat Ears,Safe Wired Kids Headsets 85dB Volume Limited, Food Grade Silicone, 3.5mm Aux Jack.Cat-Inspired Headphones for Girls",All Electronics,3.7,29
B004JRNY4O,Garmin City Navigator North America NT microSD / SD Card,Sports & Outdoors,4.0,103
B005JZ3PN0,Logitech K360 (Fuschia Burst),,3.3,26
B09FQ374LY,WiFi Digital Photo Frames 10.1 Inch Smart Digital Picture Frame Touch IPS Screen Electronic Photo Albums with 16GB Storage Easy Setup Share Photos Video via App Auto-Rotate,All Electronics,4.0,229
B002GH37YG,Microsoft Wireless Mobile Mouse 4000,Computers,4.4,3442
B008MUD9IK,Logisys Corp. 480W 20+4Pin Dual Fan 20+4 ATX Power Supply (PS480D2),Computers,4.2,550
B007ATO2TE,"A.O. Smith ST1152 1-1/2 HP, 19.6/10.4-9.8 Amps, 1.5 Service Factor, 56J Frame, Capacitor Start/Capacitor Run, ODP Enclosure, C-Face Pool Motor",Amazon Home,4.3,66
B016WASPZI,"Elinchrom Skyport Transmitter Pro - Canon Version (EL19366), Black",Camera & Photo,4.5,64
B09M3T654D,"Original Replacement New Dell 90W USB C Type C Slim AC Adapter for Dell Latitude 3400,3500, 5289,5300 2in1,7400 2in1,7300, 7390 2in1, 7200 2in1,9410 2-in-1，9510,0TDK33 LA90PM170 DA90PM170 DA65NM170",Computers,4.3,50
B01MSY4966,"CRJ 24-Pin ATX Red LED Power On/Off Switch Jumper Bridge Cable, Black Sleeved 22""",Computers,4.8,379
B01H4LUBX8,"[Optimized For SSD, Support UASP] Inateck 2.5 Inch USB 3.0 Aluminum HDD External Enclosure Case with USB-C Port to Type A Cable for 9.5mm 7mm 2.5 Inch SATA HDD and SSD, Tool-free, Sliver(FE2008A)",All Electronics,4.0,39
B09LM3LTRH,"Micro SD Card 512GB TF Memory Card 512GB Class 10 SD Memory Card High Speed with Adapter for Camera, Phone, Computer,Dash Came,Tachograph,Tablet,Drone(512gb)",Computers,3.8,100
B006KZGH88,"EVGA GeForce GTX 460 FPB, 1024MB GDDR5, PCI-E 2.0, Dual DVI, miniHDMI, SLI Ready Graphics Card (01G-P3-1361-KR)",Computers,2.9,16
B01FG7RKV8,Headphones Headset Earphone,Cell Phones & Accessories,3.4,21
B0BMTTHV8J,"KOOSODIO Sound Bar for TV with Bluetooth, USB, Opt, AUX Connection, Mini Sound/Audio System for TV Speakers/Home Theater, Gaming, Projectors, 50 watt, 15 inch, Black",All Electronics,3.5,25
B07RR3C4RN,"Kbinter Cute Personal Mini Fan, Handheld & Portable USB Rechargeable Fan with Beautiful LED Light, 3 Adjustable Speeds, Portable Holder, for Indoor Outdoor Activities, Cute Mouse 2 Pack (Red+Blue)",Computers,4.7,823
B01BSBF54A,Sylvania Premium Portable Bluetooth Rugged Garage Speaker,Home Audio & Theater,3.9,13
B0B67ML9LK,"Eeyrnduy lp-e6 2 Pack Rechargeable Lithium-ion Batteries Replacement Canon LP-E6 LP-E6N Battery for 60D, 70D, 80D, 5DS R, 5D Mark II III IV, 6D, 7D, C700, XC15, Cameras 2600mAh",All Electronics,4.3,40
B0009WKMT8,"Solo Active 17 Inch Laptop Messenger Bag, Black",All Electronics,3.6,27
B09NTD195X,KuRoKo Slim Lightweight Book Folios Case Cover for Remarkable 2 10.3 inch Digital Paper(2020 Released)-Black,Cell Phones & Accessories,4.4,1467
B01GJM1CFY,"Neewer® NW-L2070 Black Padded Water-Resistant Lens Pouch Bag Case with Shoulder Strap for 70-200mm Lens, Such as Canon 70-200/2.8IS, 100-400, 180mm / Nikon 70-200, 80-400, 180-2.8",Camera & Photo,4.5,436
B0CB5XGQJS,"Projector with Wifi and Bluetooth, Tkisko 500ASIN Outdoor Projector 4K Supported, Portable Movie Projector for Outdoor/Indoor Use, Native 1080P Video Projector Compatible iOS/Android/PC/PS4/HDMI/USB",All Electronics,4.8,63
B00NY4WLEM,"HP 15.6"" Touchscreen 15-g059wm Laptop ( AMD Quad-core A8-6410 Processor, 4GB RAM, 750GB HDD, Windows 8.1 64-bit)",,3.3,35
B00L5H2RT4,ASUS MeMO Pad 7 ME170C-8G-BK 7-Inch 8 GB Tablet,Computers,3.4,83
B00AEGK2XU,Leather Hard Case Cover for the Amazon Kindle Paperwhite By August Lion - RED,Amazon Devices,4.2,28
B0BQC9427B,"jusmo LS31 Tablet iPad Desk Mount, Aluminum Adjustable Flexible Arm Surface Pro Mount Holder Stand, Compatible with iPad Mini, Pro, Air, Galaxy Tab, Surface Pro, iPhone and More",Cell Phones & Accessories,4.4,41
B077R2WNH7,"Apple Mac mini, 1.4GHz Intel Core i5 Dual Core, 4GB RAM, 500GB HDD, Mac OS, Silver, MGEM2LL/A (Newest Version) (Renewed)",Computers,4.0,475
B0BSJ7ZYB4,"StarTech.com USB-C to Dual HDMI Adapter, USB Type-C Multi-Monitor MST Hub, Dual 4K 30Hz/1080p 60Hz HDMI Laptop Display Extender / Splitter, Extra-Long Built-In Cable, Windows Only (MSTCDP122HD)",All Electronics,4.0,223
B07FFRS2G7,ASUS ROG STRIX H270F GAMING LGA1151 DDR4 DP HDMI DVI M.2 ATX Motherboard with USB 3.1,Computers,4.4,189
B06XV14VSC,Mushkin TRIACTOR-3D - 1TB Internal Solid State Drive (SSD) - 2.5 Inch - SATA III - 6Gb/s - 3D Vertical TLC - 7mm - MKNSSDTR1TB-3D,Computers,4.2,54
B07G9PBFML,Plantronics CS540/HL10 Headset with Lifter (Renewed),Cell Phones & Accessories,4.4,56
B01MTYCIAK,"Bolete Case for LG G Pad X 8.0 Inch - Kids Tablets Cases with Handle Stand for LG T-Mobile V521 / AT&T V520, EVA Foam Cover Shock Proof Light Weight Washable Protector - Green",Computers,4.7,1141
B00FXXX32G,"2pcs White Clear Earhooks Earloops Compatible with Motorola Boom 2+, Boom 2, Boom, HX600, Elite Flip HZ720, H17, H17txt, H19, H19txt, HX550, H525, H520 Wireless Headsets",All Electronics,4.2,44
B07S1T38TC,"museeq Bluetooth Speaker,Portable Wireless Conference Speakerphone Speaker,Waterproof Shower Speaker,Enhanced Bass,Stereo Sound,Shockproof,Dustproof Outdoor Speaker with Powerbank Black",All Electronics,3.7,38
B083RR8BWX,"Surge Protector with USB (4360 Joules), Witeem 12 Outlets Power Strip and 4 Smart USB Charging Ports (5V/3.4A), Flat Plug, 1875W/15A, 6 Feet Heavy Duty Extension Cord, ETL Listed, Black",Home Audio & Theater,4.6,114
B000H86OT6,Griffin 9337-NLGRY30 Vizor Leather Case for 30GB iPod Video (Grey),Cell Phones & Accessories,4.2,41
B000UP83QS,Nike SHJ055 Extra Large Speaker Neckband Headphone - Black (Discontinued by Manufacturer),Home Audio & Theater,3.3,20
B00NT08MAI,Audio-Technica ATH-M50x Professional Monitor Headphones + Slappa Full Sized HardBody PRO Headphone Case (SL-HP-07),All Electronics,4.7,804
B07R1K2H1C,co2CREA Hard Travel Case Replacement for WD My Passport Wireless Pro Portable External Hard Drive,Cell Phones & Accessories,4.6,185
B00L83C2VI,Mediabridge™ Ultra Series Fast-Lock 45° Spade Plugs - 2 Pair Per Package - (Part# SPC-ST2-2),All Electronics,4.4,158
B0BPR6FL7M,"EndlesShine Magnetic Charging Cable [3Pack 3.3/6.6/6.6FT] 540° Rotation Magnetic Phone Charger.USB C Cable,Micro USB,iProduct Device 3 in 1.LED Light Magnet Android Charger Type C Cable(Black)",Industrial & Scientific,4.0,60
B00Q69AKMW,"iPearl mCover Hard Shell Case for 2014 13.3"" Acer Chromebook 13 CB5-311 / C810 Series Laptop (Black)",Computers,4.1,102
B074887484,Baaletc Silicone Protective Cover Case Metal Keychain Apple AirPods(Floral Design),All Electronics,4.3,72
B00MYSUMHW,"RAM MOUNTS (RAM-B-102-132U 1"" Diameter Ball Mount with Diamond Base, Self-Leveling Cup Holder & Cozy",Automotive,4.3,99
B0B1J1P7V7,"Jennov 4K 8MP Outdoor PTZ IP POE Camera with Pan Tilt 20x Optical Zoom & Human Vehicle Detection, Speed Dome Security Camera with 320ft IR Night Vision, Auto Tracking, 2-Way Audio",Camera & Photo,3.6,35
B00AIB7CZM,"MiniSuit PU Leather Case Cover for ASUS VivoTab TF600, Keyboard Compatible (Executive Black Folder)",Computers,3.5,49
B0C9712HYL,"Viniper 6 inch Small Desk Fan, Portable USB Powered Fan : 3 Speeds & 360° Rotation Low Noise Strong Wind Portable Fan, Small but Mighty (USB Powered Not Rechargeable) - Black",Amazon Home,4.5,103
B001M55B1U,HDE Mini Silicone 18 Key Number Keyboard Pad with Retractable USB Cable (Black),Computers,3.4,45
B00XWDCWKI,1.8inch (48mm) Foam Ear Pad Headphone Covers - 8 Pack,All Electronics,4.2,645
B0BGBN7HZP,"CaseSack Camcorder Case for Sony HD Video Recording HDRCX440, HDRCX405 Handycam; Canon VIXIA HF R800, Panasonic HC-V180K, Kimire HD Recorder, Sony HDRAZ1VR/W, SiOnyx Aurora Day/Night Action Camera",Camera & Photo,4.5,180
B0066BX388,CIB J960H04N 960H H.264 HDMI 4 CH Network Security Surveillance DVR Recording System,Camera & Photo,4.0,27
B07G5B6BFJ,845-039-40B0 Replace Remote Control 84503940B0 fit for Sharp LCD TV LC-60E69 LC-60E69U LC-40LE431U LC-40LE431UA LC-40LE433U LC-40LE433UA LC-40LE433 LC-40LE431,All Electronics,4.7,192
B001T6O0ZK,"Toshiba DR420 DVD Recorder, Black",All Electronics,3.8,198
B01N0LMLMM,ASRock Motherboard Motherboards B250M PRO4,Computers,4.2,147
B004MKNQHS,Samsung PN51D490 51-Inch 720p 600Hz 3D Plasma HDTV (Black) [2011 MODEL] (2011 Model),All Electronics,3.4,42
B0C4Y2VS7S,"Outdoor WiFi Range Extender,UeeVii 2.4G/5.8G Wireless Gigabit Access Point with 2 * 5dbi Antenna, Power Amplifier,48V PoE Adapter, IP66 Weatherproof, Perfect for Backyard, Garage, Barn, Garage,1-Pack",All Electronics,3.8,60
B000P910OG,VideoSecu 50ft HD Security Camera Cable Pre-Made All-in-One BNC Video Power Extension Wire Cord with BNC RCA Connectors for 720P 960P 960H CCTV Surveillance Camera DVR System CBHD50 WUI,Camera & Photo,4.4,364
B08YXVN7MY,"2PCS Electronic Organizer, Small Travel Cable Organizer Bag Pouch Portable Electronic Accessories Storage Case for Cable, Cord, Charger, Hard Drive, Earphone, USB,SD Card (Black+Violet)",Computers,4.5,1166
B0BGSFFZ8G,"LTDXYD for Airpods Pro 2nd Generation Case Cover 2022 with Keychain, Full Protective Silicone Skin Cover Shock-Absorbing Protective Accessories for Apple Latest AirPods Pro 2 Case (Midnight Blue)",Cell Phones & Accessories,4.2,28
B0B48SXZGQ,"Nestetr Amplified HD Digital TV Antenna, 200 Miles Long Range Reception Indoor HDTV Antenna with Amplifier, Support 4K 1080P VHF UHF TV Channels (LGTX-L)",Home Audio & Theater,3.5,295
B01B42V3K8,Khanka Hard Storage Carrying Travel Case Bag for Polaroid Zip/Snap Touch Mobile Printer w/Zink Zero Ink Printing Technology - Black,Camera & Photo,4.6,213
B01FG7OGHY,"AVF UA180W-A Premium Cable Management, 6 Foot Length",Home Audio & Theater,3.9,311
B09HFNQ9BW,"Wasabi Power LP-E6, LP-E6N Battery (4-Pack) & Dual USB Charger for Canon EOS 5D II/III/IV, 5DS, 5DS R, 6D, 6D Mark II, 7D, 7D Mark II, 70D, 80D, 90D, R, R5, R5C, R6, Ra, XC10, XC15, BMPCC 4K, BMPCC 6K",All Electronics,4.4,112
B07116G23M,"Premium Earphones, Headphones Earbuds with Microphone and Volume Control for iPhone, iPad, iPod, Smartphones,Tablets, MP3/MP4 Players, Devices with 3.5mm and More - 2 Pack",All Electronics,3.5,27
B000X4PJG8,"Western Digital Caviar Green 1 TB Bulk/OEM Hard Drive 3.5 Inch, 16 MB Cache, 5400 RPM SATA II WD10EACS",All Electronics,4.0,51
B00VDZWP0E,Accessory USA AC Adapter Charger for Sirius Radio Boombox SUBX1 SUBX2 Power Cord Charger,All Electronics,4.5,73
B07DZ9N6X5,XL HDMI Extender Cable for Streaming Sticks | Increases WiFi Signal for Faster Streaming,Industrial & Scientific,4.3,1743
B08BZCGQL2,"HFcoupe 10.2 Inch Case for New iPad 8th Generation 2020 / 7th Gen 2019 - Multi-Angle Magnetic Stand Leather Protective Cover with Pencil Holder, Pocket, Auto Wake/Sleep - Rose Gold",Computers,4.4,93
B007A9WRAU,G-Technology G-RAID 4 TB Dual External Hard Drive,All Electronics,3.9,204
B07FMKCWRN,Ubay New N2QAYB000321 Remote Compatible with Panasonic LCD PLASMA TV TC-26LX14 TC-L26X1 TC-32LX14 TC-L32C12K TC-L32C12N TC-L32G1 TC-L37S1 TC-P42X1N TC-P46S1 TC-P50C1 TC-P50X1N TC-P54S1 TC-P58S1 TC-P65,All Electronics,4.6,312
B00RNQ0CVG,"CyberPower OR1000PFCRT2U PFC Sinewave UPS System, 1000VA/700W, 8 Outlets, AVR, 2U Rack/Tower",All Electronics,4.6,204
B07DDK15FN,Amazon Basics MFi-Certified Lightning to USB A Cable for Apple iPhone and iPad - 10 Feet (3 Meters) - Black,Cell Phones & Accessories,4.4,4307
B0BP2V1JVJ,"Compatible with Chevy Silverado or GMC Sierra 1500 Non-HD Crew Cab Truck 2001-2006 Dual 12"" Subwoofer Sub Box Speaker Enclosure",Car Electronics,4.1,110
B0018N57MO,"Leviton AESS5-BL Architectural Edition with JBL Expansion Satellite Speaker, Black",Tools & Home Improvement,4.5,405
B07514FJ7Y,Ballpoint Pen 96A,Camera & Photo,3.5,53
B09Y64H2TX,"BMOUO iPad Air 5th/4th Generation Case (2022/2020), iPad Pro 11 Case 2021/2020/2018, Shockproof [360 Rotating Stand] [Hand Strap] [Pencil Holder] Kids Case for iPad Air 5/4 10.9”, iPad Pro 11”, Rose",Cell Phones & Accessories,4.3,202
B0BKLFDWDX,"Video Conference Lighting for Computer, Elitehood 10'' Desktop Ring Light with Stand and Phone Holder, Desk Ringlights for Zoom Meeting, Video Recording/Make Up/Live Streaming//Online Video Call",Camera & Photo,4.3,727
B01DNA5WS8,ASUS VX229H 21.5-Inch Full HD AH-IPS LED-backlit and Frameless Monitor,Computers,3.8,125
B07SD52KXB,"INSSISAIN Case for iPad Air 2/iPad Air, Soft TPU Back, PU Leather Protective Smart Cover with Auto Sleep/Wake for Apple iPad 9.7"" 2018/2017(iPad 5&6), Blue Marble",Computers,4.7,670
B06W2LFXN5,PowerBridge ONE-CK Single Outlet for TV and Sound-Bar Recessed In-Wall Cable Management System Kit (ONESB-CK),All Electronics,4.4,120
B01M10VWPP,"PcProfessional Screen Protector (Set of 2) for 2017 2018 2019 Toyota Tacoma 7"" Entune Touch Screen Display Navigation System High Clarity Anti Scratch Filters UV",GPS & Navigation,4.3,363
B074BSGQWS,"iPad Air 2 Screen Replacement,FixCracked iPad air 2 Digitizer Glass,Only for Professional Person,Not Include LCD, PreInstalled Adhesive with Tools kit(A1566,A1567)-Black",Computers,3.6,148
